Date,Product,Week_Number,Demand,Promotion,Price
2024-03-03,Product_009,8,222.0,0,119
2024-03-03,Product_010,8,306.0,0,79
2024-03-10,Product_001,9,281.0,1,99
2024-03-10,Product_002,9,499.0,0,109
2024-03-10,Product_003,9,404.0,0,89
2024-03-10,Product_004,9,210.0,0,79
2024-03-10,Product_005,9,190.0,1,89
2024-03-10,Product_006,9,301.0,0,99
2024-03-10,Product_007,9,108.0,0,119
2024-03-10,Product_008,9,252.0,1,119
2024-03-10,Product_009,9,229.0,0,109
2024-03-10,Product_010,9,347.0,0,119
2024-03-17,Product_001,10,249.0,0,79
2024-03-17,Product_002,10,501.0,0,119
2024-03-17,Product_003,10,412.0,0,109
2024-03-17,Product_004,10,215.0,0,99
2024-03-17,Product_005,10,137.0,0,99
2024-03-17,Product_006,10,311.0,0,119
2024-03-17,Product_007,10,153.0,1,89
2024-03-17,Product_008,10,261.0,0,99
2024-03-17,Product_009,10,299.0,1,119
2024-03-17,Product_010,10,348.0,0,109
2024-03-24,Product_001,11,276.0,1,119
2024-03-24,Product_002,11,478.0,0,99
2024-03-24,Product_003,11,433.0,0,109
2024-03-24,Product_004,11,233.0,0,119
2024-03-24,Product_005,11,251.0,1,79
2024-03-24,Product_006,11,296.0,0,109
2024-03-24,Product_007,11,145.0,0,79
2024-03-24,Product_008,11,185.0,0,89
2024-03-24,Product_009,11,247.0,0,109
2024-03-24,Product_010,11,388.0,0,79
2024-03-31,Product_001,12,194.0,0,99
2024-03-31,Product_002,12,492.0,0,99
2024-03-31,Product_003,12,414.0,0,89
2024-03-31,Product_004,12,209.0,0,109
2024-03-31,Product_005,12,147.0,0,109
2024-03-31,Product_006,12,317.0,0,109
2024-03-31,Product_007,12,96.0,0,89
2024-03-31,Product_008,12,224.0,0,109
2024-03-31,Product_009,12,218.0,0,99
2024-03-31,Product_010,12,377.0,0,79
2024-04-07,Product_001,13,199.0,0,99
2024-04-07,Product_002,13,499.0,0,99
2024-04-07,Product_003,13,429.0,0,79
2024-04-07,Product_004,13,195.0,0,99
2024-04-07,Product_005,13,183.0,0,89
2024-04-07,Product_006,13,342.0,0,79
2024-04-07,Product_007,13,86.0,0,99
2024-04-07,Product_008,13,218.0,0,119
2024-04-07,Product_009,13,242.0,0,99
2024-04-07,Product_010,13,363.0,0,89
2024-04-14,Product_001,14,190.0,0,109
2024-04-14,Product_002,14,623.0,1,99
2024-04-14,Product_003,14,424.0,0,109
2024-04-14,Product_004,14,226.0,0,119
2024-04-14,Product_005,14,183.0,0,99
2024-04-14,Product_006,14,323.0,0,79
2024-04-14,Product_007,14,105.0,0,109
2024-04-14,Product_008,14,220.0,0,119
2024-04-14,Product_009,14,243.0,0,79
2024-04-14,Product_010,14,333.0,0,79
2024-04-21,Product_001,15,252.0,0,79
2024-04-21,Product_002,15,515.0,0,79
2024-04-21,Product_003,15,389.0,0,99
2024-04-21,Product_004,15,233.0,0,99
2024-04-21,Product_005,15,207.0,1,99
2024-04-21,Product_006,15,332.0,0,119
2024-04-21,Product_007,15,141.0,0,119
2024-04-21,Product_008,15,198.0,0,119
2024-04-21,Product_009,15,256.0,0,89
2024-04-21,Product_010,15,462.0,1,119
2024-04-28,Product_001,16,231.0,0,99
2024-04-28,Product_002,16,705.0,1,99
2024-04-28,Product_003,16,407.0,0,89
2024-04-28,Product_004,16,265.0,1,89
2024-04-28,Product_005,16,160.0,0,119
2024-04-28,Product_006,16,299.0,0,109
2024-04-28,Product_007,16,116.0,0,89
2024-04-28,Product_008,16,221.0,0,79
2024-04-28,Product_009,16,242.0,0,99
2024-04-28,Product_010,16,363.0,0,79
2024-05-05,Product_001,17,213.0,0,99
2024-05-05,Product_002,17,530.0,0,99
2024-05-05,Product_003,17,405.0,0,89
2024-05-05,Product_004,17,272.0,0,89
2024-05-05,Product_005,17,189.0,0,79
2024-05-05,Product_006,17,297.0,0,99
2024-05-05,Product_007,17,96.0,0,79
2024-05-05,Product_008,17,223.0,0,109
2024-05-05,Product_009,17,231.0,0,79
2024-05-05,Product_010,17,359.0,0,119
2024-05-12,Product_001,18,221.0,0,79
2024-05-12,Product_002,18,497.0,0,119
2024-05-12,Product_003,18,390.0,0,119
2024-05-12,Product_004,18,186.0,0,119
2024-05-12,Product_005,18,167.0,0,109
2024-05-12,Product_006,18,329.0,0,79
2024-05-12,Product_007,18,157.0,1,79
2024-05-12,Product_008,18,187.0,0,109
2024-05-12,Product_009,18,237.0,0,99
2024-05-12,Product_010,18,350.0,0,89
2024-05-19,Product_001,19,192.0,0,79
2024-05-19,Product_002,19,497.0,0,89
2024-05-19,Product_003,19,526.0,1,109
2024-05-19,Product_004,19,192.0,0,99
2024-05-19,Product_005,19,181.0,0,99
2024-05-19,Product_006,19,417.0,1,99
2024-05-19,Product_007,19,137.0,0,109
2024-05-19,Product_008,19,231.0,0,119
2024-05-19,Product_009,19,205.0,0,119
2024-05-19,Product_010,19,321.0,0,89
2024-05-26,Product_001,20,218.0,0,119
2024-05-26,Product_002,20,650.0,1,119
2024-05-26,Product_003,20,411.0,0,99
2024-05-26,Product_004,20,290.0,0,99
2024-05-26,Product_005,20,184.0,0,89
2024-05-26,Product_006,20,329.0,0,79
2024-05-26,Product_007,20,133.0,0,89
2024-05-26,Product_008,20,221.0,0,89
2024-05-26,Product_009,20,224.0,0,109
2024-05-26,Product_010,20,351.0,0,109
2024-06-02,Product_001,21,190.0,0,89
2024-06-02,Product_002,21,479.0,0,89
2024-06-02,Product_003,21,386.0,0,89
2024-06-02,Product_004,21,212.0,0,119
2024-06-02,Product_005,21,217.0,0,109
2024-06-02,Product_006,21,346.0,1,89
2024-06-02,Product_007,21,127.0,0,99
2024-06-02,Product_008,21,174.0,0,99
2024-06-02,Product_009,21,218.0,0,119
2024-06-02,Product_010,21,354.0,0,119
2024-06-09,Product_001,22,205.0,0,79
2024-06-09,Product_002,22,456.0,0,79
2024-06-09,Product_003,22,377.0,0,79
2024-06-09,Product_004,22,221.0,0,119
2024-06-09,Product_005,22,154.0,0,119
2024-06-09,Product_006,22,304.0,0,119
2024-06-09,Product_007,22,147.0,1,99
2024-06-09,Product_008,22,190.0,0,119
2024-06-09,Product_009,22,267.0,0,99
2024-06-09,Product_010,22,341.0,0,79
2024-06-16,Product_001,23,160.0,0,79
2024-06-16,Product_002,23,475.0,0,79
2024-06-16,Product_003,23,372.0,0,89
2024-06-16,Product_004,23,289.0,1,89
2024-06-16,Product_005,23,150.0,0,109
2024-06-16,Product_006,23,293.0,0,109
2024-06-16,Product_007,23,120.0,0,109
2024-06-16,Product_008,23,218.0,0,89
2024-06-16,Product_009,23,197.0,0,89
2024-06-16,Product_010,23,317.0,0,109
2024-06-23,Product_001,24,188.0,0,109
2024-06-23,Product_002,24,588.0,1,119
2024-06-23,Product_003,24,415.0,0,109
2024-06-23,Product_004,24,210.0,0,119
2024-06-23,Product_005,24,139.0,0,99
2024-06-23,Product_006,24,309.0,0,89
2024-06-23,Product_007,24,151.0,0,109
2024-06-23,Product_008,24,218.0,0,89
2024-06-23,Product_009,24,188.0,0,89
2024-06-23,Product_010,24,309.0,0,89
2024-06-30,Product_001,25,220.0,0,99
2024-06-30,Product_002,25,443.0,0,79
2024-06-30,Product_003,25,498.0,1,109
2024-06-30,Product_004,25,214.0,0,79
2024-06-30,Product_005,25,143.0,0,79
2024-06-30,Product_006,25,285.0,0,79
2024-06-30,Product_007,25,42.0,0,89
2024-06-30,Product_008,25,174.0,0,119
2024-06-30,Product_009,25,273.0,1,89
2024-06-30,Product_010,25,289.0,0,89
2024-07-07,Product_001,26,224.0,0,79
2024-07-07,Product_002,26,422.0,0,89
2024-07-07,Product_003,26,359.0,0,79
2024-07-07,Product_004,26,198.0,0,119
2024-07-07,Product_005,26,188.0,0,109
2024-07-07,Product_006,26,329.0,1,79
2024-07-07,Product_007,26,128.0,0,119
2024-07-07,Product_008,26,192.0,0,109
2024-07-07,Product_009,26,192.0,0,99
2024-07-07,Product_010,26,319.0,0,79
2024-07-14,Product_001,27,192.0,0,79
2024-07-14,Product_002,27,431.0,0,99
2024-07-14,Product_003,27,364.0,0,99
2024-07-14,Product_004,27,185.0,0,79
2024-07-14,Product_005,27,159.0,0,99
2024-07-14,Product_006,27,291.0,0,89
2024-07-14,Product_007,27,176.0,1,109
2024-07-14,Product_008,27,164.0,0,109
2024-07-14,Product_009,27,251.0,0,109
2024-07-14,Product_010,27,265.0,0,89
2024-07-21,Product_001,28,237.0,1,99
2024-07-21,Product_002,28,582.0,1,119
2024-07-21,Product_003,28,362.0,0,99
2024-07-21,Product_004,28,177.0,0,79
2024-07-21,Product_005,28,150.0,0,109
2024-07-21,Product_006,28,263.0,0,99
2024-07-21,Product_007,28,90.0,0,119
2024-07-21,Product_008,28,202.0,0,79
2024-07-21,Product_009,28,212.0,0,89
2024-07-21,Product_010,28,285.0,0,89
2024-07-28,Product_001,29,200.0,0,119
2024-07-28,Product_002,29,435.0,0,79
2024-07-28,Product_003,29,367.0,0,109
2024-07-28,Product_004,29,199.0,0,99
2024-07-28,Product_005,29,135.0,0,79
2024-07-28,Product_006,29,257.0,0,89
2024-07-28,Product_007,29,115.0,0,119
2024-07-28,Product_008,29,254.0,1,119
2024-07-28,Product_009,29,201.0,0,99
2024-07-28,Product_010,29,297.0,0,119
2024-08-04,Product_001,30,205.0,0,119
2024-08-04,Product_002,30,410.0,0,79
2024-08-04,Product_003,30,356.0,0,109
2024-08-04,Product_004,30,179.0,0,99
2024-08-04,Product_005,30,188.0,1,79
2024-08-04,Product_006,30,286.0,0,109
2024-08-04,Product_007,30,150.0,1,79
2024-08-04,Product_008,30,255.0,1,79
2024-08-04,Product_009,30,224.0,0,119
2024-08-04,Product_010,30,377.0,1,109
2024-08-11,Product_001,31,190.0,0,99
2024-08-11,Product_002,31,410.0,0,99
2024-08-11,Product_003,31,347.0,0,109
2024-08-11,Product_004,31,231.0,1,119
2024-08-11,Product_005,31,194.0,1,89
2024-08-11,Product_006,31,272.0,0,79
2024-08-11,Product_007,31,81.0,0,119
2024-08-11,Product_008,31,219.0,0,109
2024-08-11,Product_009,31,175.0,0,79
2024-08-11,Product_010,31,261.0,0,99
2024-08-18,Product_001,32,198.0,0,89
2024-08-18,Product_002,32,426.0,0,99
2024-08-18,Product_003,32,348.0,0,109
2024-08-18,Product_004,32,248.0,1,79
2024-08-18,Product_005,32,144.0,0,109
2024-08-18,Product_006,32,239.0,0,79
2024-08-18,Product_007,32,97.0,0,119
2024-08-18,Product_008,32,209.0,1,89
2024-08-18,Product_009,32,276.0,1,119
2024-08-18,Product_010,32,279.0,0,119
2024-08-25,Product_001,33,156.0,0,109
2024-08-25,Product_002,33,399.0,0,89
2024-08-25,Product_003,33,339.0,0,79
2024-08-25,Product_004,33,165.0,0,79
2024-08-25,Product_005,33,126.0,0,99
2024-08-25,Product_006,33,258.0,0,79
2024-08-25,Product_007,33,100.0,0,109
2024-08-25,Product_008,33,162.0,0,119
2024-08-25,Product_009,33,181.0,0,119
2024-08-25,Product_010,33,283.0,0,119
2024-09-01,Product_001,34,183.0,1,89
2024-09-01,Product_002,34,373.0,0,79
2024-09-01,Product_003,34,407.0,1,109
2024-09-01,Product_004,34,170.0,0,89
2024-09-01,Product_005,34,148.0,0,99
2024-09-01,Product_006,34,280.0,0,109
2024-09-01,Product_007,34,111.0,0,109
2024-09-01,Product_008,34,167.0,0,109
2024-09-01,Product_009,34,188.0,0,119
2024-09-01,Product_010,34,255.0,0,109
2024-09-08,Product_001,35,169.0,0,79
2024-09-08,Product_002,35,391.0,0,109
2024-09-08,Product_003,35,331.0,0,119
2024-09-08,Product_004,35,156.0,0,109
2024-09-08,Product_005,35,150.0,0,99
2024-09-08,Product_006,35,279.0,0,99
2024-09-08,Product_007,35,91.0,0,119
2024-09-08,Product_008,35,230.0,1,79
2024-09-08,Product_009,35,200.0,0,79
2024-09-08,Product_010,35,265.0,0,89
2024-09-15,Product_001,36,224.0,1,119
2024-09-15,Product_002,36,395.0,0,109
2024-09-15,Product_003,36,325.0,0,119
2024-09-15,Product_004,36,156.0,0,89
2024-09-15,Product_005,36,140.0,0,119
2024-09-15,Product_006,36,257.0,0,119
2024-09-15,Product_007,36,121.0,0,89
2024-09-15,Product_008,36,187.0,0,79
2024-09-15,Product_009,36,228.0,0,109
2024-09-15,Product_010,36,333.0,1,89
2024-09-22,Product_001,37,184.0,0,99
2024-09-22,Product_002,37,396.0,0,79
2024-09-22,Product_003,37,365.0,0,99
2024-09-22,Product_004,37,155.0,0,79
2024-09-22,Product_005,37,122.0,0,109
2024-09-22,Product_006,37,234.0,0,109
2024-09-22,Product_007,37,49.0,0,119
2024-09-22,Product_008,37,203.0,1,99
2024-09-22,Product_009,37,169.0,0,79
2024-09-22,Product_010,37,273.0,0,109
2024-09-29,Product_001,38,174.0,0,89
2024-09-29,Product_002,38,429.0,0,109
2024-09-29,Product_003,38,340.0,0,89
2024-09-29,Product_004,38,159.0,0,79
2024-09-29,Product_005,38,120.0,0,109
2024-09-29,Product_006,38,255.0,0,109
2024-09-29,Product_007,38,65.0,0,79
2024-09-29,Product_008,38,203.0,0,109
2024-09-29,Product_009,38,208.0,0,89
2024-09-29,Product_010,38,260.0,0,109
2024-10-06,Product_001,39,133.0,0,99
2024-10-06,Product_002,39,419.0,0,119
2024-10-06,Product_003,39,318.0,0,89
2024-10-06,Product_004,39,195.0,0,99
2024-10-06,Product_005,39,106.0,0,79
2024-10-06,Product_006,39,234.0,0,89
2024-10-06,Product_007,39,120.0,1,119
2024-10-06,Product_008,39,168.0,0,119
2024-10-06,Product_009,39,228.0,1,79
2024-10-06,Product_010,39,282.0,0,79
2024-10-13,Product_001,40,146.0,0,89
2024-10-13,Product_002,40,391.0,0,109
2024-10-13,Product_003,40,324.0,0,79
2024-10-13,Product_004,40,181.0,0,109
2024-10-13,Product_005,40,153.0,0,99
2024-10-13,Product_006,40,224.0,0,119
2024-10-13,Product_007,40,61.0,0,109
2024-10-13,Product_008,40,193.0,0,119
2024-10-13,Product_009,40,191.0,0,109
2024-10-13,Product_010,40,255.0,0,99
2024-10-20,Product_001,41,199.0,0,79
2024-10-20,Product_002,41,398.0,0,99
2024-10-20,Product_003,41,347.0,0,79
2024-10-20,Product_004,41,173.0,0,79
2024-10-20,Product_005,41,235.0,1,119
2024-10-20,Product_006,41,368.0,1,99
2024-10-20,Product_007,41,87.0,0,109
2024-10-20,Product_008,41,188.0,0,99
2024-10-20,Product_009,41,199.0,0,119
2024-10-20,Product_010,41,299.0,0,79
2024-10-27,Product_001,42,150.0,0,119
2024-10-27,Product_002,42,413.0,0,89
2024-10-27,Product_003,42,347.0,0,89
2024-10-27,Product_004,42,179.0,1,109
2024-10-27,Product_005,42,117.0,0,119
2024-10-27,Product_006,42,209.0,0,109
2024-10-27,Product_007,42,88.0,0,109
2024-10-27,Product_008,42,239.0,1,89
2024-10-27,Product_009,42,217.0,0,109
2024-10-27,Product_010,42,275.0,0,89
2024-11-03,Product_001,43,204.0,0,79
2024-11-03,Product_002,43,375.0,0,119
2024-11-03,Product_003,43,296.0,0,109
2024-11-03,Product_004,43,174.0,0,89
2024-11-03,Product_005,43,150.0,0,99
2024-11-03,Product_006,43,252.0,0,109
2024-11-03,Product_007,43,53.0,0,79
2024-11-03,Product_008,43,170.0,0,79
2024-11-03,Product_009,43,163.0,0,99
2024-11-03,Product_010,43,290.0,0,89
2024-11-10,Product_001,44,181.0,0,109
2024-11-10,Product_002,44,389.0,0,89
2024-11-10,Product_003,44,421.0,1,79
2024-11-10,Product_004,44,156.0,0,89
2024-11-10,Product_005,44,143.0,0,79
2024-11-10,Product_006,44,275.0,0,89
2024-11-10,Product_007,44,76.0,0,99
2024-11-10,Product_008,44,184.0,0,119
2024-11-10,Product_009,44,181.0,0,99
2024-11-10,Product_010,44,265.0,0,99
2024-11-17,Product_001,45,174.0,0,119
2024-11-17,Product_002,45,393.0,0,119
2024-11-17,Product_003,45,328.0,0,109
2024-11-17,Product_004,45,156.0,0,109
2024-11-17,Product_005,45,185.0,0,99
2024-11-17,Product_006,45,260.0,0,99
2024-11-17,Product_007,45,83.0,0,79
2024-11-17,Product_008,45,234.0,1,79
2024-11-17,Product_009,45,192.0,0,109
2024-11-17,Product_010,45,280.0,0,109
2024-11-24,Product_001,46,191.0,0,79
2024-11-24,Product_002,46,436.0,0,79
2024-11-24,Product_003,46,334.0,0,89
2024-11-24,Product_004,46,171.0,0,89
2024-11-24,Product_005,46,143.0,0,79
2024-11-24,Product_006,46,218.0,0,89
2024-11-24,Product_007,46,68.0,0,119
2024-11-24,Product_008,46,206.0,0,109
2024-11-24,Product_009,46,231.0,0,109
2024-11-24,Product_010,46,369.0,1,79
2024-12-01,Product_001,47,194.0,0,99
2024-12-01,Product_002,47,435.0,0,79
2024-12-01,Product_003,47,536.0,1,89
2024-12-01,Product_004,47,209.0,0,99
2024-12-01,Product_005,47,149.0,0,89
2024-12-01,Product_006,47,249.0,0,119
2024-12-01,Product_007,47,68.0,0,89
2024-12-01,Product_008,47,186.0,0,119
2024-12-01,Product_009,47,186.0,0,119
2024-12-01,Product_010,47,266.0,0,89
2024-12-08,Product_001,48,225.0,1,89
2024-12-08,Product_002,48,415.0,0,119
2024-12-08,Product_003,48,391.0,0,99
2024-12-08,Product_004,48,207.0,0,119
2024-12-08,Product_005,48,154.0,0,109
2024-12-08,Product_006,48,303.0,0,119
2024-12-08,Product_007,48,135.0,1,99
2024-12-08,Product_008,48,168.0,0,109
2024-12-08,Product_009,48,235.0,0,79
2024-12-08,Product_010,48,311.0,0,79
2024-12-15,Product_001,49,218.0,1,99
2024-12-15,Product_002,49,441.0,0,119
2024-12-15,Product_003,49,346.0,0,89
2024-12-15,Product_004,49,166.0,0,99
2024-12-15,Product_005,49,229.0,1,109
2024-12-15,Product_006,49,317.0,0,109
2024-12-15,Product_007,49,99.0,1,79
2024-12-15,Product_008,49,200.0,0,109
2024-12-15,Product_009,49,196.0,0,99
2024-12-15,Product_010,49,296.0,0,109
2024-12-22,Product_001,50,181.0,0,99
2024-12-22,Product_002,50,437.0,0,89
2024-12-22,Product_003,50,372.0,0,79
2024-12-22,Product_004,50,181.0,0,109
2024-12-22,Product_005,50,166.0,0,99
2024-12-22,Product_006,50,283.0,0,119
2024-12-22,Product_007,50,131.0,1,79
2024-12-22,Product_008,50,228.0,1,89
2024-12-22,Product_009,50,202.0,0,99
2024-12-22,Product_010,50,327.0,0,89
2024-12-29,Product_001,51,207.0,0,89
2024-12-29,Product_002,51,444.0,0,109
2024-12-29,Product_003,51,381.0,0,109
2024-12-29,Product_004,51,216.0,0,99
2024-12-29,Product_005,51,130.0,0,119
2024-12-29,Product_006,51,301.0,0,99
2024-12-29,Product_007,51,95.0,0,119
2024-12-29,Product_008,51,208.0,0,89
2024-12-29,Product_009,51,202.0,0,79
2024-12-29,Product_010,51,282.0,0,99
2025-01-05,Product_001,52,168.0,0,99
2025-01-05,Product_002,52,473.0,0,119
2025-01-05,Product_003,52,392.0,0,89
2025-01-05,Product_004,52,243.0,1,89
2025-01-05,Product_005,52,179.0,0,119
2025-01-05,Product_006,52,263.0,0,89
2025-01-05,Product_007,52,109.0,0,109
2025-01-05,Product_008,52,177.0,0,79
2025-01-05,Product_009,52,209.0,0,99
2025-01-05,Product_010,52,326.0,0,79
2025-01-12,Product_001,53,188.0,0,99
2025-01-12,Product_002,53,616.0,1,109
2025-01-12,Product_003,53,414.0,0,89
2025-01-12,Product_004,53,198.0,0,119
2025-01-12,Product_005,53,187.0,0,109
2025-01-12,Product_006,53,279.0,0,79
2025-01-12,Product_007,53,123.0,0,119
2025-01-12,Product_008,53,234.0,0,89
2025-01-12,Product_009,53,177.0,0,109
2025-01-12,Product_010,53,315.0,0,119
2025-01-19,Product_001,54,220.0,0,109
2025-01-19,Product_002,54,487.0,0,109
2025-01-19,Product_003,54,409.0,0,89
2025-01-19,Product_004,54,201.0,0,99
2025-01-19,Product_005,54,175.0,0,119
2025-01-19,Product_006,54,304.0,0,89
2025-01-19,Product_007,54,138.0,0,109
2025-01-19,Product_008,54,214.0,0,89
2025-01-19,Product_009,54,308.0,1,99
2025-01-19,Product_010,54,329.0,0,119
2025-01-26,Product_001,55,203.0,0,99
2025-01-26,Product_002,55,492.0,0,79
2025-01-26,Product_003,55,417.0,0,119
2025-01-26,Product_004,55,272.0,1,99
2025-01-26,Product_005,55,237.0,1,109
2025-01-26,Product_006,55,355.0,0,119
2025-01-26,Product_007,55,134.0,0,119
2025-01-26,Product_008,55,206.0,0,89
2025-01-26,Product_009,55,337.0,1,109
2025-01-26,Product_010,55,336.0,0,79
2025-02-02,Product_001,56,176.0,0,99
2025-02-02,Product_002,56,489.0,0,89
2025-02-02,Product_003,56,379.0,0,99
2025-02-02,Product_004,56,214.0,0,79
2025-02-02,Product_005,56,180.0,0,79
2025-02-02,Product_006,56,352.0,0,119
2025-02-02,Product_007,56,125.0,0,79
2025-02-02,Product_008,56,212.0,0,99
2025-02-02,Product_009,56,256.0,0,109
2025-02-02,Product_010,56,305.0,0,109
2025-02-09,Product_001,57,225.0,0,119
2025-02-09,Product_002,57,533.0,0,99
2025-02-09,Product_003,57,394.0,0,99
2025-02-09,Product_004,57,248.0,0,79
2025-02-09,Product_005,57,189.0,0,99
2025-02-09,Product_006,57,316.0,0,89
2025-02-09,Product_007,57,134.0,0,79
2025-02-09,Product_008,57,265.0,0,89
2025-02-09,Product_009,57,247.0,0,119
2025-02-09,Product_010,57,360.0,0,109
2025-02-16,Product_001,58,214.0,0,119
2025-02-16,Product_002,58,508.0,0,109
2025-02-16,Product_003,58,446.0,0,119
2025-02-16,Product_004,58,211.0,0,99
2025-02-16,Product_005,58,187.0,0,89
2025-02-16,Product_006,58,319.0,0,109
2025-02-16,Product_007,58,132.0,0,79
2025-02-16,Product_008,58,230.0,0,89
2025-02-16,Product_009,58,267.0,0,79
2025-02-16,Product_010,58,351.0,0,89
2025-02-23,Product_001,59,221.0,0,89
2025-02-23,Product_002,59,513.0,0,119
2025-02-23,Product_003,59,426.0,0,109
2025-02-23,Product_004,59,239.0,0,109
2025-02-23,Product_005,59,203.0,0,89
2025-02-23,Product_006,59,315.0,0,99
2025-02-23,Product_007,59,185.0,1,99
2025-02-23,Product_008,59,329.0,1,79
2025-02-23,Product_009,59,258.0,0,79
2025-02-23,Product_010,59,403.0,0,119
2025-03-02,Product_001,60,214.0,0,89
2025-03-02,Product_002,60,514.0,0,79
2025-03-02,Product_003,60,405.0,0,79
2025-03-02,Product_004,60,264.0,0,89
2025-03-02,Product_005,60,203.0,0,119
2025-03-02,Product_006,60,336.0,0,79
2025-03-02,Product_007,60,131.0,0,119
2025-03-02,Product_008,60,206.0,0,109
2025-03-02,Product_009,60,302.0,0,119
2025-03-02,Product_010,60,373.0,0,99
2025-03-09,Product_001,61,234.0,0,99
2025-03-09,Product_002,61,559.0,0,119
2025-03-09,Product_003,61,454.0,0,99
2025-03-09,Product_004,61,241.0,0,109
2025-03-09,Product_005,61,176.0,0,89
2025-03-09,Product_006,61,350.0,0,99
2025-03-09,Product_007,61,165.0,0,99
2025-03-09,Product_008,61,335.0,1,119
2025-03-09,Product_009,61,287.0,0,109
2025-03-09,Product_010,61,363.0,0,89
2025-03-16,Product_001,62,277.0,1,119
2025-03-16,Product_002,62,546.0,0,119
2025-03-16,Product_003,62,450.0,0,109
2025-03-16,Product_004,62,260.0,0,89
2025-03-16,Product_005,62,160.0,0,109
2025-03-16,Product_006,62,374.0,0,89
2025-03-16,Product_007,62,125.0,0,109
2025-03-16,Product_008,62,225.0,0,119
2025-03-16,Product_009,62,237.0,0,119
2025-03-16,Product_010,62,344.0,0,79
2025-03-23,Product_001,63,251.0,0,99
2025-03-23,Product_002,63,554.0,0,109
2025-03-23,Product_003,63,426.0,0,79
2025-03-23,Product_004,63,214.0,0,99
